Fecha_Hecho;Delito;Categoria_Delito;Competencia
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A CASA HABITACION CON VIOLENCIA;ROBO A CASA HABITACION CON VIOLENCIA;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;ROBO S V DENTRO DE NEGOCIOS AUTOSERVICIOS CONVENIENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;CONTRA EL CUMPLIMIENTO DE LA OBLIGACION ALIMENTARIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLACION;VIOLACION;INCOMPETENCIA
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLACION;VIOLACION;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
2021-02-03;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE MOTOCICLETA CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE PLACA DE AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;PERDIDA DE LA VIDA POR ENFERMEDAD;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;DANO EN PROPIEDAD AJENA CULPOSA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A REPARTIDOR SIN VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;DDH RELACIONADAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;DDH RELACIONADAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;USURPACION DE IDENTIDAD;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A BIENES INMUEBLES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;DDH RELACIONADAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-03;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO DE CONFIANZA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;PRIVACION DE LA LIBERTAD PERSONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;PRIVACION DE LA LIBERTAD PERSONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;CONTRA LA INTIMIDAD SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;CONTRA LA INTIMIDAD SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;USURPACION DE IDENTIDAD;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ALLANAMIENTO DE MORADA DESPACHO OFICINA O ESTABLECIMIENTO MERCANTIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A CASA HABITACION CON VIOLENCIA;ROBO A CASA HABITACION CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A CASA HABITACION CON VIOLENCIA;ROBO A CASA HABITACION CON VIOLENCIA;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLACION;VIOLACION;FUERO COMUN
2021-02-03;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-03;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-02;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;HOMICIDIO CULPOSO POR TRANSITO VEHICULAR COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;HOMICIDIO CULPOSO POR TRANSITO VEHICULAR COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-02;ENCUBRIMIENTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-02;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-02;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-02;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO DE VEHICULO DE SERVICIO PUBLICO CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-02;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-02;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
