Fecha_Hecho;Delito;Categoria_Delito;Competencia
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-05;SUSTRACCION DE MENORES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;INCOMPETENCIA
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PUBLICO CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE MOTOCICLETA SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS CON EXCLUYENTES DE RESPONSABILIDAD;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PUBLICO CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE ANIMALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PORTACION DE ARMA DE FUEGO;DELITO DE BAJO IMPACTO;INCOMPETENCIA
2021-02-04;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA;FUERO COMUN
2021-02-04;ENCUBRIMIENTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA INTENCIONAL A NEGOCIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;ENCUBRIMIENTO POR FAVORECIMIENTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ENCUBRIMIENTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PUBLICO CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR ENFERMEDAD;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ENCUBRIMIENTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;MALTRATO ANIMAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;MALTRATO ANIMAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO S V DENTRO DE NEGOCIOS AUTOSERVICIOS CONVENIENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;NARCOMENUDEO POSESION CON FINES DE VENTA COMERCIO Y SUMINISTRO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE DINERO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA;ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR ENFERMEDAD;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
2021-02-04;ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS TIENDAS DE AUTOSERVICIO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES CULPOSAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;TRATA DE PERSONAS;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;RETENCION DE MENORES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DISCRIMINACION;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLACION;VIOLACION;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;SUSTRACCION DE MENORES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
2021-02-04;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
2021-02-04;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
2021-02-04;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
